競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
船橋,20260825,11,6,緑,10,アレスエルピーダ,牡,5,鹿毛,20210228,サトノアレス,アンドモアアゲイン,"Distorted Humor",和田譲,大井,57,4-2-0-1,稲益貴,船橋,（株）ノルマンディーサラブレッドレーシング,松田牧場,,,5-6-1-19,3-2-1-10,2-4-0-8,3-1-0-2,1-1-0-1,1:43.0,良1:43.0,,,,,1
船橋,20260825,11,7,橙,11,キングオブカズ,牡,8,鹿毛,20180504,アドマイヤマックス,ツルマイクィーン,メジロマックイーン,小杉亮,船橋,55,1-3-0-13,矢内博,船橋,石井智,細川牧場,,,5-8-6-27,5-8-6-26,0-0-0-1,4-5-5-19,3-5-4-13,1:43.4,良1:43.6,,,,,1
船橋,20260825,11,7,橙,12,セレクティオ,牡,6,栗毛,20200330,ジャスタウェイ,キーポケット,デヒア,笹川翼,大井,57,0-2-0-1,森泰斗,船橋,（株）マフィン,村下農場,,,2-3-2-18,2-2-0-9,0-1-2-8,0-1-0-3,0-0-0-1,1:44.5,良1:44.5,,,,,1
船橋,20260825,11,8,桃,13,ブルーパッション,牝,4,鹿毛,20220511,ディスクリートキャット,プレイアップ,"Redoute's Choice",木間龍,船橋,55,1-2-4-6,矢野義,船橋,石瀬浩三,ハクツ牧場,,,2-2-4-12,2-2-4-12,0-0-0-0,2-2-4-8,1-0-1-3,1:43.2,良1:43.2,,,,,1
船橋,20260825,11,8,桃,14,ピエフォール,牡,6,鹿毛,20200121,リアルスティール,ウォッチハー,Mutakddim,本田重,船橋,57,0-0-0-0,米谷康,船橋,（株）ＷｉｎｎｉｎｇＨｏｒｓｅＣｌｕｂ,吉田俊介,,,3-3-2-17,3-3-2-17,0-0-0-0,1-1-2-8,1-0-0-7,1:43.1,良1:43.1,,,,,1
船橋,20260825,12,1,白,1,アレグリアシチー,牡,9,栃栗毛,20170412,ジャスタウェイ,クリールダイナー,ロックオブジブラルタル,臼井健,船橋,56,1-0-0-6,凾館一,船橋,市ノ澤創,杵臼牧場,,,10-7-2-33,10-7-2-22,0-0-0-0,2-3-0-8,0-0-0-0,,,,,,,1
船橋,20260825,12,2,黒,2,レッドゲート,牝,5,栗毛,20210130,オルフェーヴル,クリスタルキャノン,クロフネ,七夕裕,浦和,54,0-0-0-3,工藤伸,浦和,北原大史,浜本牧場,,,9-2-2-21,2-1-1-8,7-1-1-11,0-0-0-2,0-0-0-0,,,,,,,1
船橋,20260825,12,3,赤,3,ビービーシャーンス,牡,6,黒鹿毛,20200423,ラニ,エスプリドゥルミエ,ジャングルポケット,菅原吏,船橋,▲53,1-0-0-4,玉井昇,船橋,谷野健,松田牧場,,,7-4-5-28,4-1-4-25,3-3-1-3,1-1-2-11,0-0-0-4,1:59.0,良1:59.0,,,,,1
船橋,20260825,12,3,赤,4,ノンスタンダルド,牝,4,栗毛,20220306,ナダル,クレーデリンテ,ダイワメジャー,所　蛍,船橋,☆53,0-0-1-0,森泰斗,船橋,原禮子レーシング（株）,岡田スタツド,,,1-1-1-6,1-0-1-3,0-1-0-2,0-0-1-0,0-0-0-0,,,,,,,1
船橋,20260825,12,4,青,5,グラツィオーソ,牝,4,栗毛,20220410,ロゴタイプ,タオヤカ,プリサイスエンド,ゴンサ,船橋,54,0-0-0-0,林　幻,船橋,（株）シュガーベイビーサラブレッドクラブ,グランデファーム,,,1-2-1-10,1-1-0-2,0-0-0-1,1-1-0-2,0-0-0-1,1:59.3,,,,,,1
船橋,20260825,12,4,青,6,マジックワーズ,牡,4,栗毛,20220327,フリオーソ,ルシーニュ,トビーズコーナー,澤田龍,船橋,56,2-1-3-7,山下之,船橋,徳田直樹,高山牧場,,,2-1-3-8,2-1-3-7,0-0-0-1,2-1-3-6,0-1-1-3,1:57.0,良1:58.1,,,,,1
船橋,20260825,12,5,黄,7,ツインビスケッツ,牝,6,栗毛,20200404,マインドユアビスケッツ,ツインエンジェルズ,ハーツクライ,藤本現,大井,54,0-0-0-1,伊藤滋,船橋,遠藤裕之,社台ファーム,,,2-0-1-34,0-0-0-20,2-0-1-14,0-0-0-10,0-0-0-0,,,,,,,1
船橋,20260825,12,5,黄,8,ラファエラエンゼル,牝,4,鹿毛,20220303,アルアイン,ラファエラ,ジャングルポケット,篠谷葵,船橋,54,2-2-0-1,石井勝,船橋,飯田総一郎,松田牧場,,,4-3-1-12,3-2-1-7,1-1-0-1,2-1-1-5,1-1-0-0,1:58.3,良1:58.3,,,,,1
船橋,20260825,12,6,緑,9,キミオモウハナ,牝,4,鹿毛,20220301,ルヴァンスレーヴ,サツマキリコ,エンパイアメーカー,本橋孝,船橋,54,0-0-0-2,渡邊貴,船橋,（株）社台レースホース,社台ファーム,,,1-1-0-15,0-0-0-5,1-1-0-10,0-0-0-4,0-0-0-1,1:59.5,,,,,,1
船橋,20260825,12,6,緑,10,フォートウィリアム,セン,7,栗毛,20190327,モーリス,シーリーコート,"Distorted Humor",室陽一,浦和,56,0-1-1-17,吉田正,浦和,小橋亮太,追分ファーム,,,4-3-9-42,3-2-8-38,1-1-1-3,0-2-5-12,0-1-1-8,1:57.8,良1:57.8,,,,,1
船橋,20260825,12,7,橙,11,フリューゲルクー,牡,4,栗毛,20220425,シニスターミニスター,ヴェスティージ,"Raven's Pass",野畑凌,川崎,56,0-0-0-1,小久智,浦和,鈴木昌樹,株式会社奥山ファーム,,,1-5-3-5,1-5-3-5,0-0-0-0,0-1-0-2,0-0-0-1,2:02.4,,,,,,1
船橋,20260825,12,7,橙,12,ムチャスエルテ,牡,4,鹿毛,20220321,フィエールマン,マルターズヒート,"Old Trieste",岡村健,船橋,56,1-0-1-1,齊藤敏,船橋,藤田在子,天羽禮治,,,1-1-3-5,1-1-2-3,0-0-1-0,0-0-1-3,0-0-1-1,1:58.5,良1:59.6,,,,,1
船橋,20260825,12,8,桃,13,タカミノガコイ,牡,4,鹿毛,20220506,ルーラーシップ,ブルーグラスチャッター,"Bluegrass Cat",川島正,船橋,56,0-2-0-0,佐藤太,船橋,西村健,オリオンファーム,,,2-4-1-11,2-4-1-4,0-0-0-1,1-4-1-4,0-0-1-1,1:58.0,良1:58.0,,,,,1
船橋,20260825,12,8,桃,14,ニシノアヤカゼ,牝,5,黒鹿毛,20210514,ロゴタイプ,ニシノミナミカゼ,ファルブラヴ,秋元耕,浦和,54,0-1-0-6,川島豊,浦和,和氣竜彦,日進牧場,,,1-1-2-21,0-1-0-7,0-0-0-1,0-0-0-0,0-0-0-0,,,,,,,1
金沢,20260825,1,1,白,1,ルルーディ,牝,4,栗毛,20220309,ストロングリターン,フラワーイレブン,ディープスカイ,田知弘,金沢,55,3-1-0-7,田嶋幸,金沢,吉野加壽代,本桐牧場,,,3-1-0-15,0-0-0-3,3-1-0-12,3-1-0-7,1-0-0-4,1:31.2,良1:36.1,,,,,1
金沢,20260825,1,2,黒,2,メイショウメイボク,牝,5,栗毛,20210214,ホークビル,メイショウミソラ,ハーツクライ,青柳正,金沢,55,0-0-0-0,藤田弘,金沢,寺岡一彦,富田牧場,,,5-2-4-26,0-0-0-1,5-2-4-22,5-2-4-22,4-1-2-11,1:29.7,良1:31.0,,,,,1
金沢,20260825,1,3,赤,3,ピアレイジレディ,牝,5,鹿毛,20210404,レイデオロ,ノーブルジュエリー,"Smarty Jones",米倉知,金沢,55,0-0-0-1,藤田弘,金沢,本口博康,社台ファーム,,,2-0-5-38,0-0-0-0,2-0-5-36,0-0-1-2,0-0-0-2,1:33.8,良1:35.2,,,,,1
金沢,20260825,1,4,青,4,メッチャハットリ,牝,4,芦毛,20220317,アメリカンペイトリオット,タムロシャイン,ジャスタウェイ,兼子千,金沢,55,0-0-1-9,川添明,金沢,小橋亮太,グローリーファーム,,,1-2-4-34,0-0-0-0,1-2-4-34,0-0-1-11,0-0-1-3,1:34.0,良1:35.3,,,,,1
金沢,20260825,1,5,黄,5,インテンスフレイム,牡,8,黒鹿毛,20180219,パイロ,ティップトップ,Dubawi,甲賀弘,金沢,57,1-1-1-1,黒木豊,金沢,庄司修二,ダーレー・ジャパン・,,,3-9-12-46,1-1-4-3,2-8-8-43,1-1-1-1,0-1-1-1,1:33.6,良1:33.6,,,,,1
金沢,20260825,1,6,緑,6,マノンルージュ,牡,7,鹿毛,20190303,ディープブリランテ,タフネスデジタル,アグネスデジタル,栗原大,金沢,57,0-0-0-0,鋤田誠,金沢,新村順一,三嶋牧場,,,4-6-12-64,0-1-2-2,4-5-8-61,4-5-8-59,1-4-2-17,1:29.7,良1:29.7,,,,,1
金沢,20260825,1,7,橙,7,ダフニス,セン,7,青鹿毛,20190314,モーリス,ピュアウィッシーズ,Manduro,加藤翔,金沢,57,1-0-0-2,金田一,金沢,（株）Ｔ．Ｕ．Ｋ．,奥山博,,,7-10-7-33,0-0-0-1,7-10-7-29,7-10-7-27,3-5-3-13,1:29.5,良1:29.5,,,,,1
金沢,20260825,1,8,桃,8,ラストヨンマル,牡,4,鹿毛,20220509,ヴァンセンヌ,ススメヨンマル,ケープブランコ,魚住謙,金沢,57,1-2-4-3,鋤田誠,金沢,芳賀克也,アサヒ牧場,,,2-3-4-14,0-0-0-2,2-3-4-12,2-3-4-10,1-3-2-5,1:29.5,良1:31.2,,,,,1
金沢,20260825,1,8,桃,9,アイルシャンス,牝,4,鹿毛,20220404,レッドベルジュール,ビジュアルショック,Kingmambo,沖静男,金沢,55,1-0-0-4,川添明,金沢,小橋亮太,庄野牧場,,,2-1-4-17,0-0-0-0,2-1-4-15,2-1-4-14,0-0-1-10,1:30.6,良1:33.1,,,,,1
金沢,20260825,2,1,白,1,コンチマカロン,牝,4,青鹿毛,20220218,ネロ,キーラ,ディープブリランテ,栗原大,金沢,55,0-0-0-2,池田敦,金沢,（株）さくらコーポレーション,有限会社フォレブルー,,,2-1-2-41,0-0-0-0,2-1-2-41,1-0-2-16,1-0-0-6,1:30.4,良1:30.4,,,,,1
金沢,20260825,2,2,黒,2,ダイユウボンバー,牝,4,鹿毛,20220204,レイデオロ,ロトクルーザー,クロフネ,中島龍,金沢,55,1-0-2-0,井樋一,金沢,大友靖岐,広富牧場,,,1-4-4-18,0-0-0-1,1-4-4-10,1-4-4-9,0-2-0-3,1:30.1,良1:33.2,,,,,1
金沢,20260825,2,3,赤,3,ジューンサレンダー,牡,5,鹿毛,20210314,シルバーステート,ジューンヴィエナ,カンパニー,魚住謙,金沢,57,0-0-1-0,加藤和,金沢,伊藤弘泰,ヒダカフアーム,,,1-3-1-29,0-1-0-15,1-1-1-11,1-1-1-7,0-0-1-4,1:33.7,,,,,,1
金沢,20260825,2,4,青,4,ピナーカ,牡,5,鹿毛,20210314,ビッグアーサー,ヤマカツルビー,ジャスタウェイ,米倉知,金沢,57,1-0-2-4,堀場裕,金沢,山田和夫,岡田牧場,,,2-2-10-28,0-0-0-0,2-2-10-28,2-0-5-17,1-0-4-3,1:30.5,良1:30.5,,,,,1
金沢,20260825,2,5,黄,5,メイショウヒュウガ,牡,6,鹿毛,20200401,ダンカーク,カネトシガーネット,キングカメハメハ,加藤翔,金沢,57,3-0-0-0,加藤義,金沢,（同）はやし事業,まるとみ冨岡牧場,,,4-0-0-20,0-0-0-1,3-0-0-3,3-0-0-0,1-0-0-0,1:32.9,,,,,,1
金沢,20260825,2,6,緑,6,リワードリュタン,牝,4,黒鹿毛,20220312,メイショウボーラー,マイウェイカイ,サウスヴィグラス,平瀬城,金沢,55,1-2-0-3,黒木豊,金沢,宮崎麻衣子,鮫川啓一,,,1-4-5-30,0-0-0-0,1-4-5-30,1-2-2-10,1-1-0-5,1:31.2,良1:31.2,,,,,1
金沢,20260825,2,7,橙,7,イサムダイヤモンド,牡,4,鹿毛,20220407,サトノダイヤモンド,ヒメタチバナ,ナカヤマフェスタ,吉田晃,金沢,57,2-2-0-5,佐藤茂,金沢,岡田和惠,大狩部牧場,,,2-2-0-10,0-0-0-0,2-2-0-5,2-2-0-5,1-1-0-2,1:34.6,良1:35.4,,,,,1
金沢,20260825,2,8,桃,8,ジャンボリクイーン,牝,4,栗毛,20220419,ベストウォーリア,オオカリベクイン,フサイチレオン,青柳正,金沢,55,1-0-0-2,中川雅,金沢,神田宏治,渋谷牧場,,,2-0-0-15,1-0-0-12,1-0-0-3,1-0-0-3,0-0-0-1,1:36.7,,,,,,1
金沢,20260825,2,8,桃,9,ピースマッチング,セン,8,芦毛,20180317,スウェプトオーヴァーボード,アンコールピース,ネオユニヴァース,松戸政,金沢,57,0-0-0-1,川添明,金沢,本口博康,社台ファーム,,,3-4-5-55,2-2-3-18,1-2-2-36,0-0-0-1,0-0-0-0,,,,,,,1
金沢,20260825,3,1,白,1,プレストバローズ,セン,7,栗毛,20190210,ドレフォン,フェアリーダンス,アグネスタキオン,柴田勇,金沢,57,0-0-0-0,藤田弘,金沢,（株）ＫＹＮステーブル,レイクヴィラファーム,,,8-9-7-25,0-0-0-1,8-9-7-24,1-0-2-6,1-0-1-4,1:32.9,良1:32.9,,,,,1
金沢,20260825,3,2,黒,2,ラッキードラゴン,セン,5,栗毛,20210405,オルフェーヴル,ヤマカツセイレーン,グラスワンダー,青柳正,金沢,57,1-1-1-5,堀場裕,金沢,落畑健,大西ファーム,,,2-2-3-15,0-0-0-0,2-2-3-13,2-2-3-10,1-2-2-5,1:31.0,良1:31.6,,,,,1
金沢,20260825,3,3,赤,3,チョボナイノ,牝,5,鹿毛,20210306,ワールドエース,ハイカックウ,"High Chaparral",松戸政,金沢,55,0-0-2-0,宗綱泰,金沢,大黒富美子,桜井牧場,,,4-6-6-23,0-0-0-0,4-6-6-14,4-6-6-14,1-2-5-7,1:28.9,良1:29.9,,,,,1
金沢,20260825,3,4,青,4,ディヴァージオン,牝,6,鹿毛,20200304,サトノダイヤモンド,スコアズビー,"Rock of Gibraltar",中島龍,金沢,55,0-2-1-4,加藤和,金沢,（株）ファーストビジョン,猿倉牧場,,,4-2-2-32,0-0-0-1,2-2-2-19,1-2-0-0,1-1-0-0,1:32.1,良1:34.0,,,,,1
金沢,20260825,3,5,黄,5,クロユキ,牝,4,青鹿毛,20220324,モーリス,チカリータ,クロフネ,栗原大,金沢,55,0-0-0-1,佐藤茂,金沢,（株）インゼルレーシング,ノーザンファーム,,,1-0-0-12,0-0-0-1,0-0-0-6,0-0-0-1,0-0-0-0,,,,,,,1
金沢,20260825,3,6,緑,6,ハイムリヒカイザー,牡,4,鹿毛,20220502,イスラボニータ,ヒカルユメアカリ,シンボリクリスエス,吉田晃,金沢,57,0-2-1-13,佐藤茂,金沢,ニットー商事（株）,宇南山牧場,,,2-5-4-25,0-0-0-0,2-5-4-25,2-5-4-25,0-2-1-15,1:31.5,良1:32.9,,,,,1
金沢,20260825,3,7,橙,7,ミテクレコノアシ,牡,6,栗毛,20200503,エスケンデレヤ,キングダンサー,キングカメハメハ,兼子千,金沢,57,0-2-0-5,井樋一,金沢,山本浩志,沖田哲夫,,,2-7-9-58,0-0-0-0,2-7-9-58,1-5-5-29,1-1-2-14,1:30.5,良1:30.5,,,,,1
金沢,20260825,3,8,桃,8,フォーユーランラン,牝,7,鹿毛,20190313,ドゥラメンテ,サトノアスカ,"Giant's Causeway",魚住謙,金沢,55,0-0-0-1,鋤田誠,金沢,村田滋,奥山博,,,2-5-5-75,0-2-1-25,2-3-3-41,0-0-0-15,0-0-0-7,1:32.2,良1:38.4,,,,,1
金沢,20260825,4,1,白,1,グッドラックスター,牝,9,青鹿毛,20170329,ベルシャザール,タフネスデジタル,アグネスデジタル,浅野登,金沢,▲52,0-0-0-1,鈴木正,金沢,新村順一,三嶋牧場,,,6-14-15-52,0-0-0-0,6-14-15-51,6-10-10-30,2-5-3-15,1:36.1,良1:36.1,,,,,1
金沢,20260825,4,2,黒,2,ミスティックパワー,牡,6,鹿毛,20200326,サトノアラジン,ダーリング,ハービンジャー,服部大,金沢,57,0-0-1-7,宗綱泰,金沢,小橋亮太,藤沢牧場,,,4-2-5-41,0-0-1-5,4-2-4-35,0-0-1-7,0-0-0-1,1:42.8,,,,,,1
金沢,20260825,4,3,赤,3,ギンザターゲット,牝,5,黒鹿毛,20210215,リオンディーズ,ギンザボナンザ,ゼンノロブロイ,鈴木太,金沢,55,0-0-1-4,井樋一,金沢,酒井蔀,三嶋牧場,,,2-2-6-31,0-1-3-2,2-1-3-25,2-1-3-25,1-0-2-10,1:36.8,良1:37.0,,,,,1
金沢,20260825,4,4,青,4,コウエツ,牝,5,鹿毛,20210210,ダノンバラード,ソウタツ,ブライアンズタイム,栗原大,金沢,55,1-1-0-3,池田敦,金沢,渡邊優磨,松浦牧場,,,1-4-8-27,0-0-0-0,1-4-8-26,1-4-5-23,0-2-2-13,1:37.2,良1:37.2,,,,,1
金沢,20260825,4,5,黄,5,ナイトアウェイ,セン,5,鹿毛,20210302,ハーツクライ,イブニングジュエル,"Northern Afleet",中島龍,金沢,57,2-4-5-8,加藤和,金沢,（株）ファーストビジョン,社台ファーム,,,2-6-7-23,0-0-0-1,2-6-6-18,2-6-6-18,0-1-6-10,1:36.1,良1:37.0,,,,,1
金沢,20260825,4,6,緑,6,イーベンホルツ,セン,9,青鹿毛,20170403,ゴールドアリュール,オフジオールドブロック,"A.P. Indy",平瀬城,金沢,57,0-5-3-15,黒木豊,金沢,河野誠一,社台ファーム,,,6-9-9-75,3-1-2-17,3-8-7-57,0-6-3-15,0-2-1-9,1:34.6,良1:36.8,,,,,1
金沢,20260825,4,7,橙,7,ナギサノバルコニー,牝,4,鹿毛,20220424,ビッグアーサー,クリスタルブランカ,ネオユニヴァース,柴田勇,金沢,55,0-2-0-1,金田一,金沢,（有）ミルファーム,静内酒井牧場,,,0-3-5-15,0-0-0-1,0-3-3-13,0-3-3-8,0-0-2-2,1:38.5,良1:40.2,,,,,1
金沢,20260825,4,8,桃,8,ラシェンテ,牝,5,黒鹿毛,20210211,コパノリッキー,ゴージャスガール,ジャングルポケット,兼子千,金沢,55,0-1-1-3,井樋一,金沢,宮崎豊治,北島牧場,,,2-7-3-31,0-0-0-0,2-6-3-28,2-6-3-27,1-2-2-12,1:36.6,良1:36.6,,,,,1
金沢,20260825,4,8,桃,9,ペダンクルアーチ,セン,8,栗毛,20180424,ダイワメジャー,アーリーアメリカン,"El Corredor",沖静男,金沢,57,0-0-0-1,加藤和,金沢,（株）ファーストビジョン,社台ファーム,,,8-6-8-34,7-5-3-19,1-1-5-15,1-1-4-12,1-1-0-5,1:35.9,良1:43.5,,,,,1
金沢,20260825,5,1,白,1,エコロセブン,牡,5,黒鹿毛,20210429,アドマイヤムーン,タイキノワール,グラスワンダー,吉田晃,金沢,57,0-1-0-12,田嶋幸,金沢,小橋亮太,山田昇史,,,2-2-0-35,1-0-0-4,1-2-0-29,1-2-0-22,1-0-0-13,1:36.2,良1:37.2,,,,,1
金沢,20260825,5,2,黒,2,シナモンブルー,牝,4,栗毛,20220409,ベストウォーリア,サクラメガマックス,クロフネ,魚住謙,金沢,55,2-0-2-13,鋤田誠,金沢,組）玉川,山田牧場,,,4-1-4-16,0-0-0-0,4-1-4-16,4-1-4-16,1-1-0-6,1:36.5,良1:36.5,,,,,1
金沢,20260825,5,3,赤,3,ルーンファクター,牡,6,鹿毛,20200411,インカンテーション,シルカズギフト,"Cadeaux Genereux",松戸政,金沢,57,2-0-0-0,藤田弘,金沢,（株）ＷｉｎｎｉｎｇＨｏｒｓｅＣｌｕｂ,谷川牧場,,,7-0-1-19,1-0-0-3,6-0-1-13,2-0-0-0,1-0-0-0,1:40.0,良1:40.0,,,,,1
金沢,20260825,5,4,青,4,ベストタンゴ,牝,4,鹿毛,20220505,オールブラッシュ,クーファレイア,ワークフォース,青柳正,金沢,55,0-2-6-11,鈴木正,金沢,新村順一,ユーコー牧場,,,1-10-10-22,0-0-0-0,1-10-10-22,1-10-10-22,1-2-4-12,1:36.5,良1:37.6,,,,,1
金沢,20260825,5,5,黄,5,ベストイズアスク,牝,5,黒鹿毛,20210404,エピファネイア,ベストセラーアスク,キングカメハメハ,兼子千,金沢,55,0-3-2-15,川添明,金沢,小橋亮太,株式会社ＡＳＫＳＴＵ,,,2-5-3-34,0-0-0-0,2-5-3-32,1-4-3-26,1-3-1-9,1:36.4,良1:37.3,,,,,1
金沢,20260825,5,6,緑,6,ウインシャルマン,セン,6,栗毛,20200426,モーリス,ビウイッチアス,ダイワメジャー,服部大,金沢,57,0-0-0-3,川添明,金沢,桑田照夫,いとう牧場,,,3-5-4-41,0-0-0-1,3-5-4-37,1-3-0-16,1-2-0-6,1:36.4,良1:36.4,,,,,1
金沢,20260825,5,7,橙,7,デルマラメール,牝,4,芦毛,20220513,ルヴァンスレーヴ,デルマトモエゴゼン,キングカメハメハ,浅野登,金沢,▲52,0-2-1-2,加藤義,金沢,浅沼廣幸,ファニーヒルファーム,,,4-3-4-13,0-0-0-1,4-3-4-11,4-3-4-7,2-0-2-2,1:36.2,良1:38.1,,,,,1
金沢,20260825,5,8,桃,8,ユメカナウケン,牝,5,芦毛,20210509,トゥザワールド,ソフィアルージュ,クロフネ,沖静男,金沢,55,1-0-0-8,川添明,金沢,本口博康,本田土寿,,,2-2-3-32,0-0-0-3,1-2-1-24,1-0-0-8,0-0-0-3,1:37.2,,,,,,1
金沢,20260825,5,8,桃,9,ポッドボレット,牡,7,鹿毛,20190309,ジャスタウェイ,シーエスシルク,"Medaglia d'Oro",米倉知,金沢,57,0-1-1-5,藤田弘,金沢,角井紀夫,社台ファーム,,,2-5-2-31,0-0-0-0,0-1-1-17,0-1-1-15,0-0-1-6,1:37.0,良1:42.0,,,,,1
金沢,20260825,6,1,白,1,ベルツリー,牝,4,黒鹿毛,20220424,アジアエクスプレス,カナエチャン,マンハッタンカフェ,魚住謙,金沢,55,2-2-1-12,鋤田誠,金沢,長浜和也,サンローゼン,,,2-2-1-16,0-0-0-3,2-2-1-13,2-2-1-12,1-2-1-5,0:55.6,良0:58.0,,,,,1
金沢,20260825,6,2,黒,2,キャラハンテソーロ,牡,6,黒鹿毛,20200423,ブラックタイド,コパノマルコリーニ,マヤノトップガン,栗原大,金沢,57,0-0-0-1,鋤田誠,金沢,横田一男,前野牧場,,,4-6-5-46,0-0-0-0,4-6-5-44,4-4-5-29,0-0-0-0,,,,,,,1
金沢,20260825,6,3,赤,3,ユリオプスイエロー,牝,4,鹿毛,20220327,オーヴァルエース,ハリウッドナニー,キングカメハメハ,柴田勇,金沢,55,2-0-2-1,田嶋幸,金沢,ジェイアイ（株）,山春牧場,,,2-1-3-17,0-0-0-1,2-1-3-16,2-0-2-3,1-0-1-0,0:56.9,良0:57.2,,,,,1
金沢,20260825,6,4,青,4,ルビープリンセス,牝,8,鹿毛,20180424,アポロキングダム,トップルビー,チーフベアハート,甲賀弘,金沢,55,0-0-0-1,鋤田誠,金沢,畠山朝子,宮内牧場,,,3-8-7-30,0-0-0-0,3-8-7-30,1-0-3-10,0-0-0-1,0:57.3,良0:57.3,,,,,1
金沢,20260825,6,5,黄,5,オルミラベル,牝,4,栗毛,20220122,サートゥルナーリア,ラインハート,ステイゴールド,吉原寛,金沢,55,1-0-1-2,堀場裕,金沢,大塚亮一（株）,レイクヴィラファーム,,,2-2-3-14,0-0-0-0,2-2-3-9,1-0-1-3,1-0-1-3,0:56.9,良0:56.9,,,,,1
金沢,20260825,6,6,緑,6,ミュークレグルス,牡,8,鹿毛,20180312,トーセンジョーダン,シータトウショウ,ジェニュイン,鈴木太,金沢,57,0-0-0-0,堀場裕,金沢,庄司修二,坂本春雄,,,4-9-7-72,4-7-7-66,0-2-0-6,0-2-0-6,0-0-0-0,,,,,,,1
金沢,20260825,6,7,橙,7,シェーンシュタット,牡,8,黒鹿毛,20180403,トーセンラー,ハルシュタット,ファスリエフ,青柳正,金沢,57,0-0-0-5,加藤和,金沢,宮下元胤,岡田スタツド,,,2-9-15-82,0-0-1-12,2-7-14-63,2-7-14-62,1-0-0-1,0:57.6,良0:57.6,,,,,1
金沢,20260825,6,8,桃,8,プロスペロ,牡,9,栗毛,20170312,リアルインパクト,ラヴフェアリー,アフリート,加藤翔,金沢,57,1-0-1-1,堀場裕,金沢,荷口優,岡田牧場,,,11-2-6-47,1-0-1-10,10-2-5-37,1-0-2-4,1-0-2-3,0:57.3,良0:57.5,,,,,1
金沢,20260825,6,8,桃,9,アリーワーク,牝,4,栗毛,20220419,ベストウォーリア,ネビュラ,ネオユニヴァース,田知弘,金沢,55,2-0-1-4,田嶋幸,金沢,ジェイアイ（株）,株式会社ケイズ,,,2-0-2-18,0-0-0-1,2-0-2-17,2-0-2-14,0-0-0-2,0:59.3,良0:59.3,,,,,1
金沢,20260825,7,1,白,1,グレイトムーン,牡,9,黒鹿毛,20170401,マジェスティックウォリアー,ウララカ,ワイルドラッシュ,中島龍,金沢,57,1-0-1-0,井樋一,金沢,（有）総武開発,社台ファーム,,,9-4-8-35,6-3-6-29,3-1-2-5,3-0-2-1,2-0-1-0,1:39.1,,,,,,1
金沢,20260825,7,2,黒,2,シェルターベルト,牝,5,鹿毛,20210421,スクリーンヒーロー,ホワイトウインド,スウェプトオーヴァーボード,栗原大,金沢,55,0-2-2-6,鋤田誠,金沢,佐々木均,ビッグレッドファーム,,,1-12-7-31,0-0-0-0,1-12-7-28,1-12-7-22,0-6-3-10,1:35.7,良1:36.9,,,,,1
金沢,20260825,7,3,赤,3,ノエル,牡,4,黒鹿毛,20220327,バゴ,アラマサスナイパー,ステイゴールド,沖静男,金沢,57,0-0-0-1,川添明,金沢,小橋亮太,アラキフアーム,,,2-1-7-17,0-0-0-0,2-1-7-14,2-0-4-4,1-0-2-1,1:39.6,良1:41.9,,,,,1
金沢,20260825,7,4,青,4,ローレルランウェイ,牝,4,鹿毛,20220426,エポカドーロ,ニシノシルエット,アグネスタキオン,浅野登,金沢,▲52,0-3-0-4,堀場裕,金沢,東恭平,村上欽哉,,,2-4-2-13,0-0-0-0,2-4-2-7,2-4-2-5,0-3-1-1,1:36.5,良1:42.0,,,,,1
金沢,20260825,7,5,黄,5,リンクアームズ,牝,5,青鹿毛,20210322,キズナ,アドマイヤシャイ,キンシャサノキセキ,吉田晃,金沢,55,1-1-2-7,田嶋幸,金沢,小橋亮太,ケイアイファーム,,,6-5-7-30,0-0-0-0,6-5-7-28,6-5-7-25,2-2-4-15,1:35.6,良1:37.3,,,,,1
金沢,20260825,7,6,緑,6,トップタルマエ,牡,7,黒鹿毛,20190328,ホッコータルマエ,アルマシェダル,フジキセキ,松戸政,金沢,57,3-2-3-9,高橋優,金沢,畠山朝子,上山牧場,,,8-6-7-23,0-0-0-0,8-6-7-23,8-6-5-15,4-4-2-5,1:35.7,良1:36.9,,,,,1
金沢,20260825,7,7,橙,7,カノアレディー,牝,7,鹿毛,20190308,フリオーソ,シャコーゴールド,キングカメハメハ,柴田勇,金沢,55,0-0-0-0,田嶋幸,金沢,小橋亮太,リコーファーム,,,7-7-2-36,0-0-0-0,7-7-2-36,2-1-0-0,0-1-0-0,1:40.7,良1:40.7,,,,,1
金沢,20260825,7,7,橙,8,インターシア,牡,5,栗毛,20210408,ワールドエース,シャルマンスタイル,タイキシャトル,甲賀弘,金沢,57,1-5-4-16,黒木豊,金沢,関昭一,笠松牧場,,,1-7-7-25,0-0-1-1,1-7-6-24,1-7-5-19,0-5-3-8,1:36.1,良1:37.2,,,,,1
